H1_Start,H2_Start,Direction,H1_High,H1_Low,H2_Open,Sweep_Time,Return_Time,Worked
2009-01-19 06:00:00,2009-01-19 07:00:00,Up,1351.111565,1343.835488,1344.675035,2009-01-19 07:01:00,N/A,False
2009-01-19 21:00:00,2009-01-19 22:00:00,Down,1326.484842,1324.246049,1325.925144,2009-01-19 22:08:00,2009-01-19 22:20:00,True
2009-01-20 01:00:00,2009-01-20 02:00:00,Down,1330.682579,1322.846803,1324.246049,2009-01-20 02:04:00,N/A,False
2009-01-20 03:00:00,2009-01-20 04:00:00,Up,1337.398958,1330.40273,1333.760919,2009-01-20 04:12:00,N/A,False
2009-01-20 05:00:00,2009-01-20 06:00:00,Down,1329.843032,1322.846803,1328.443786,2009-01-20 06:04:00,2009-01-20 06:32:00,True
2009-01-20 06:00:00,2009-01-20 07:00:00,Up,1335.719863,1326.484842,1327.324389,2009-01-20 07:04:00,2009-01-20 07:50:00,True
2009-01-20 07:00:00,2009-01-20 08:00:00,Down,1330.122881,1322.287105,1327.604239,2009-01-20 08:05:00,2009-01-20 08:38:00,True
2009-01-20 08:00:00,2009-01-20 09:00:00,Up,1337.119109,1306.895403,1308.574498,2009-01-20 09:00:00,2009-01-20 09:20:00,True
2009-01-20 11:00:00,2009-01-20 12:00:00,Up,1308.0148,1293.182796,1295.14174,2009-01-20 12:09:00,2009-01-20 12:28:00,True
2009-01-20 12:00:00,2009-01-20 13:00:00,Up,1300.179025,1285.067172,1286.466417,2009-01-20 13:00:00,2009-01-20 13:35:00,True
2009-01-20 13:00:00,2009-01-20 14:00:00,Up,1290.384305,1278.350793,1282.54853,2009-01-20 14:01:00,2009-01-20 14:32:00,True
2009-01-20 14:00:00,2009-01-20 15:00:00,Up,1288.98506,1269.67547,1271.914263,2009-01-20 15:00:00,2009-01-20 15:22:00,True
2009-01-21 00:01:00,2009-01-21 01:01:00,Up,1288.98506,1285.067172,1286.186568,2009-01-21 01:02:00,N/A,False
2009-01-21 01:00:00,2009-01-21 02:00:00,Down,1287.585814,1277.231396,1282.828379,2009-01-21 02:12:00,2009-01-21 02:47:00,True
2009-01-21 02:00:00,2009-01-21 03:00:00,Up,1289.824607,1279.470189,1285.906719,2009-01-21 03:19:00,N/A,False
2009-01-21 04:00:00,2009-01-21 05:00:00,Down,1291.783551,1277.791095,1291.223853,2009-01-21 05:19:00,2009-01-21 05:31:00,True
2009-01-21 06:00:00,2009-01-21 07:00:00,Up,1291.503702,1281.708982,1283.108228,2009-01-21 07:11:00,2009-01-21 07:21:00,True
2009-01-21 07:00:00,2009-01-21 08:00:00,Down,1291.503702,1281.149284,1290.384305,2009-01-21 08:18:00,2009-01-21 08:25:00,True
2009-01-21 08:00:00,2009-01-21 09:00:00,Down,1301.57827,1287.026116,1299.619326,2009-01-21 09:05:00,2009-01-21 09:20:00,True
2009-01-21 10:00:00,2009-01-21 11:00:00,Down,1289.824607,1276.391849,1285.62687,2009-01-21 11:09:00,2009-01-21 11:26:00,True
2009-01-21 12:00:00,2009-01-21 13:00:00,Down,1296.261137,1282.54853,1295.701439,2009-01-21 13:19:00,2009-01-21 13:20:00,True
2009-01-21 13:00:00,2009-01-21 14:00:00,Down,1306.615554,1288.98506,1306.615554,2009-01-21 14:00:00,2009-01-21 14:27:00,True
2009-01-22 00:00:00,2009-01-22 01:00:00,Up,1344.675035,1337.678807,1337.678807,2009-01-22 01:00:00,N/A,False
2009-01-22 01:00:00,2009-01-22 02:00:00,Up,1337.958656,1332.921372,1332.921372,2009-01-22 02:00:00,2009-01-22 02:22:00,True
2009-01-22 02:00:00,2009-01-22 03:00:00,Down,1337.398958,1329.843032,1334.320617,2009-01-22 03:06:00,N/A,False
2009-01-22 03:00:00,2009-01-22 04:00:00,Up,1340.197449,1334.320617,1337.398958,2009-01-22 04:06:00,N/A,False
2009-01-22 04:00:00,2009-01-22 05:00:00,Up,1337.398958,1327.604239,1328.723635,2009-01-22 05:00:00,N/A,False
2009-01-22 05:00:00,2009-01-22 06:00:00,Down,1330.682579,1322.566954,1327.04454,2009-01-22 06:10:00,N/A,False
2009-01-22 07:00:00,2009-01-22 08:00:00,Up,1332.641523,1317.52967,1319.208765,2009-01-22 08:00:00,N/A,False
2009-01-22 09:00:00,2009-01-22 10:00:00,Up,1308.294649,1292.902947,1294.022344,2009-01-22 10:00:00,2009-01-22 10:20:00,True
2009-01-22 10:00:00,2009-01-22 11:00:00,Up,1301.018572,1284.507474,1285.906719,2009-01-22 11:05:00,2009-01-22 11:20:00,True
2009-01-22 11:00:00,2009-01-22 12:00:00,Down,1301.018572,1282.828379,1297.100684,2009-01-22 12:04:00,2009-01-22 12:22:00,True
2009-01-22 12:00:00,2009-01-22 13:00:00,Down,1311.09314,1293.182796,1310.533442,2009-01-22 13:00:00,2009-01-22 13:48:00,True
2009-01-22 13:00:00,2009-01-22 14:00:00,Up,1327.604239,1307.175253,1312.772235,2009-01-22 14:03:00,2009-01-22 14:45:00,True
2009-01-23 01:00:00,2009-01-23 02:01:00,Up,1307.175253,1300.179025,1300.458874,2009-01-23 02:08:00,N/A,False
2009-01-23 04:00:00,2009-01-23 05:00:00,Down,1287.305965,1278.350793,1284.227625,2009-01-23 05:07:00,2009-01-23 05:20:00,True
2009-01-23 08:00:00,2009-01-23 09:00:00,Down,1297.380533,1277.791095,1292.343249,2009-01-23 09:02:00,2009-01-23 09:40:00,True
